Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,2121,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
2,2161,0,0,0,14.2189,26.2189,26,27,2,2,2,0,-inf,0,0,21.3721,21,22.7
3,2127,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
4,2111,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
5,2113,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
6,2106,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
7,2102,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
8,2091,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
9,2083,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
10,2468,0,0,0,9.76621,16.7662,16,17,2,2,2,0,-inf,0,0,11.3727,10.3,11.7
21,2068,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
22,2058,0,0,0,14.9995,26.9995,26,27,2,2,2,0,-inf,0,0,22.6992,21,22.7
23,375,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
24,373,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
25,2034,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
26,2032,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
27,918,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
28,2127,0,0,0,14.9107,26.8557,23,27,2,2,2,0,-inf,0,0,22.5278,18.7,22.7
29,2149,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
30,2139,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
