Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,697,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
2,718,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
3,715,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
4,689,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
5,682,0,0,0,14.8035,26.6906,13,27,1.99853,1,2,0,-inf,0,0,22.3271,8.1,22.7
6,678,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
7,673,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
8,705,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
9,686,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
10,695,0,0,0,14.9827,26.977,25,27,2,2,2,0,-inf,0,0,22.6706,21,22.7
11,658,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
21,686,0,0,0,14.9985,26.9971,25,27,2,2,2,0,-inf,0,0,22.6975,21,22.7
22,233,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
23,232,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
24,509,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
25,460,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
26,138,0,0,0,14.9783,26.9638,25,27,2,2,2,0,-inf,0,0,22.663,21,22.7
27,388,0,0,0,14.6598,26.4459,24,27,2,2,2,0,-inf,0,0,22.1186,18.7,22.7
28,315,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
29,331,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
