Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,697,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
2,718,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
3,716,0,0,0,14.9804,26.9707,25,27,2,2,2,0,-inf,0,0,22.6668,21,22.7
4,689,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
5,683,0,0,0,13.8155,24.877,8,27,1.99854,1,2,0,-inf,0,0,20.5303,2.4,22.7
6,678,0,0,0,14.9985,26.9985,26,27,2,2,2,0,-inf,0,0,22.6975,21,22.7
7,673,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
8,688,0,0,0,14.9491,26.9186,25,27,2,2,2,0,-inf,0,0,22.6135,21,22.7
9,686,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
10,698,0,0,0,14.7507,26.5903,18,27,2,2,2,0,-inf,0,0,22.2718,11.7,22.7
11,658,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
21,688,0,0,0,14.9331,26.8924,25,27,2,2,2,0,-inf,0,0,22.5863,21,22.7
22,233,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
23,232,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
24,509,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
25,460,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
26,148,0,0,0,14.6689,26.4527,25,27,2,2,2,0,-inf,0,0,22.1372,21,22.7
27,376,0,0,0,14.0532,25.2287,18,27,2,2,2,0,-inf,0,0,21.0487,11.7,22.7
28,315,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
29,332,0,0,0,14.994,26.988,23,27,2,2,2,0,-inf,0,0,22.688,18.7,22.7
