Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,697,0,0,0,14.6987,26.4505,25,27,2,2,2,0,-inf,0,0,22.1878,21,22.7
2,707,0,0,0,11.4342,20.116,16,27,2,2,2,0,-inf,0,0,14.896,10.3,22.7
3,729,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
4,688,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
5,720,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
6,679,0,0,0,13.7172,24.7172,24,25,2,2,2,0,-inf,0,0,20.3496,18.7,21
7,675,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
8,706,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
9,683,0,0,0,11.7482,21.2225,18,24,2,2,2,0,-inf,0,0,15.7791,11.7,18.7
10,662,0,0,0,7,11.3157,11,12,2,2,2,0,-inf,0,0,5.9,5.9,5.9
11,671,0,0,0,8.74516,14.7437,13,15,2,2,2,0,-inf,0,0,9.73934,8.1,10.3
21,656,0,0,0,14.7439,26.7439,26,27,2,2,2,0,-inf,0,0,22.2646,21,22.7
22,233,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
23,233,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
24,509,0,0,0,13.8978,25.4656,24,27,2,2,2,0,-inf,0,0,20.567,18.7,22.7
25,460,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
26,94,0,0,0,14.6596,26.3191,25,27,2,2,2,0,-inf,0,0,22.1213,21,22.7
27,319,0,0,0,12.1411,22.0533,18,27,2,2,2,0,-inf,0,0,16.5433,11.7,22.7
28,337,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
29,337,0,0,0,14.5282,26.0564,25,27,2,2,2,0,-inf,0,0,21.8979,21,22.7
